1.4553285,1.5757351,0.36338854,0.52526045,0.22145867
0.40526152,0.63537693,0.21114063,0.8596792,0.96077967
0.6805041,0.6938541,1.8103557,1.1706657,1.3194005
0.7721603,0.33446002,1.3467658,0.6596272,0.3534205
0.7858751,1.5043375,0.6275759,1.3885725,0.8863654
1.0662658,1.5393784,1.7897456,1.5793295,0.26687384
0.4964018,0.117435694,0.76115847,1.3063936,0.3791442
0.01403904,1.6485922,0.34653354,1.362005,0.5698612
0.97153354,1.4876239,0.49830794,0.8225136,0.32492375
0.03701973,1.9328666,1.294986,1.6227438,0.77762866
